Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureTreeSize,measureNumLeaves,measureOutOfBagError,measureAttributesUsed,measureNumIterations
klienci6,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,47.0,53.0,0.0,47.0,53.0,0.0,0.06804993845612793,0.37784184185778,0.46024096867338166,93.27600327993794,102.27338491371061,143.91164680807407,6568.083255147438,-6424.171608339364,1.4391164680807407,65.68083255147438,-64.24171608339364,15.073277519405991,0.15073277519405992,10.473980288411456,0.6595744680851063,31.0,0.5660377358490566,30.0,0.4339622641509434,23.0,0.3404255319148936,16.0,0.5081967213114754,0.6595744680851063,0.5740740740740742,0.09571319997927692,0.5820955439582497,0.5775981398840462,0.47,0.4035558448845121,0.5964441551154879,0.53,0.44801912568306007,0.47,0.44228540305010905,0.07469517866860657,0.5828662628849294,0.49303930945171537,0.3639070442992012,0.47,0.011,0.0,0.0,0.0,0.0,0.0,24557.0,93853.0,13053.0,94.0,87.33333333333336,'Number of leaves: 83\nSize of the tree: 102\n',83.0,102.0,83.0,?,?,?
klienci6,6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,53.0,47.0,0.0,53.0,47.0,0.0,0.16887709991158273,0.3921562064725107,0.4789322725708676,96.80972181727348,106.42691110577663,143.91164680807407,12997.53513690686,-12853.623490098786,1.4391164680807407,129.9753513690686,-128.53623490098786,11.167933120895047,0.11167933120895046,7.76027053306465,0.7446808510638298,35.0,0.5660377358490566,30.0,0.4339622641509434,23.0,0.2553191489361702,12.0,0.5384615384615384,0.7446808510638298,0.625,0.18693148097758203,0.5716579686872741,0.5192024443243426,0.53,0.36042965350060063,0.6395703464993993,0.47,0.4724519230769231,0.53,0.49149647887323944,0.17254265530243312,0.5728919787942656,0.4545637958296165,0.3773474178403756,0.53,0.01,0.0,0.015625,0.0,15.625,0.0,32267.0,93853.0,13053.0,88.0,85.66666666666669,'Number of leaves: 113\nSize of the tree: 141\n',113.0,141.0,113.0,?,?,?
klienci6,6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,47.0,53.0,0.0,47.0,53.0,0.0,0.05407817240763875,0.39601440576043534,0.4717729736939181,97.4212699968235,104.42579377174044,145.33595685409136,6572.159363215067,-6426.823406360976,1.4533595685409137,65.72159363215067,-64.26823406360977,9.330769256464272,0.09330769256464272,6.420138180830094,0.7659574468085106,36.0,0.7169811320754716,38.0,0.2830188679245283,15.0,0.23404255319148937,11.0,0.4864864864864865,0.7659574468085106,0.5950413223140495,0.05572761195880699,0.4753111200321156,0.46109766006829755,0.47,0.4158236368193047,0.5841763631806952,0.53,0.41038777908343127,0.47,0.4167186018154721,0.05715352178444067,0.5063326590526654,0.4305054154304509,0.3185656866729891,0.47,0.002,0.0,0.0,0.0,0.0,0.0,19449.0,93853.0,13053.0,94.0,90.0,'Number of leaves: 61\nSize of the tree: 76\n',61.0,76.0,61.0,?,?,?
klienci6,6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,45.0,55.0,0.0,45.0,55.0,0.0,0.04975812024879059,0.38950422683121494,0.4650370714636084,95.81973760313859,102.93481828905989,145.33595685409136,4428.508959968684,-4283.173003114593,1.4533595685409137,44.28508959968684,-42.83173003114592,12.837267726876306,0.12837267726876306,8.832822932981516,0.574468085106383,27.0,0.5471698113207547,29.0,0.4528301886792453,24.0,0.425531914893617,20.0,0.48214285714285715,0.574468085106383,0.5242718446601942,0.027447430697172818,0.5459654757125653,0.5480147946785736,0.45,0.40343167090329746,0.5965683290967025,0.55,0.42560714285714285,0.45,0.4278382663155274,0.050240119648090574,0.5667280620099531,0.45779031785189717,0.355144146150789,0.45,0.0,0.0,0.0,0.0,0.0,0.0,27515.0,93853.0,13053.0,96.0,88.0,'Number of leaves: 95\nSize of the tree: 117\n',95.0,117.0,95.0,?,?,?
klienci6,6,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,46.0,54.0,0.0,46.0,54.0,0.0,0.04929577464788736,0.3969269701657449,0.48384944744061703,98.12337222395641,107.68738394503846,143.59181500889156,7654.45346335075,-7510.861648341858,1.4359181500889155,76.5445346335075,-75.10861648341859,7.396027116722951,0.07396027116722952,5.15073029494402,0.6666666666666666,32.0,0.6153846153846154,32.0,0.38461538461538464,20.0,0.3333333333333333,16.0,0.5,0.6666666666666666,0.5714285714285715,0.05337605126836238,0.5326522435897436,0.5278908304223293,0.46,0.40771769865543306,0.5922823013445669,0.54,0.4116129032258064,0.46,0.4284886128364389,0.050240521944378294,0.5120965577932945,0.45450299004713124,0.3257418909592823,0.46,0.01,0.0,0.015625,0.0,15.625,0.0,27903.0,93853.0,13053.0,92.0,85.0,'Number of leaves: 97\nSize of the tree: 119\n',97.0,119.0,97.0,?,?,?
klienci6,6,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,45.0,55.0,0.0,45.0,55.0,0.0,-0.002917578409919749,0.39398300745503667,0.47698451317156204,97.39560220430859,106.15949791292739,143.59181500889156,6577.1967825932,-6433.604967584308,1.4359181500889155,65.771967825932,-64.33604967584307,8.513621862939985,0.08513621862939985,5.929043979570006,0.7291666666666666,35.0,0.75,39.0,0.25,13.0,0.2708333333333333,13.0,0.47297297297297297,0.7291666666666666,0.5737704918032787,-0.023728949893812475,0.48257211538461536,0.45438945603903114,0.45,0.45806451612903226,0.5419354838709678,0.55,0.503827027027027,0.45,0.402647931303669,0.014443677559621393,0.4900798516936926,0.4448173902475754,0.3309393702836326,0.45,0.002,0.0,0.0,0.0,0.0,0.0,22989.0,93853.0,13053.0,92.0,87.33333333333331,'Number of leaves: 76\nSize of the tree: 94\n',76.0,94.0,76.0,?,?,?
klienci6,6,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,45.0,55.0,0.0,45.0,55.0,0.0,0.01256732495511671,0.3864714466211278,0.4901613762315106,95.5386871164254,109.09219096245707,143.59181500889156,15142.55820344566,-14998.96638843677,1.4359181500889155,151.4255820344566,-149.9896638843677,12.337538033839866,0.12337538033839866,8.592090038750396,0.7291666666666666,35.0,0.7692307692307693,40.0,0.23076923076923078,12.0,0.2708333333333333,13.0,0.4666666666666667,0.7291666666666666,0.5691056910569106,-0.046225016352102424,0.5078125,0.5191312702794311,0.45,0.4431617519764557,0.5568382480235443,0.55,0.423,0.45,0.40583860829533885,0.0107666270833395,0.5514994373593399,0.45370295272628447,0.32823789217928473,0.45,0.002,0.0,0.0,0.0,0.0,0.0,31815.0,93853.0,13053.0,86.0,80.66666666666666,'Number of leaves: 115\nSize of the tree: 139\n',115.0,139.0,115.0,?,?,?
klienci6,6,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,45.0,55.0,0.0,45.0,55.0,0.0,0.009722722362261462,0.3900770235955994,0.4816050657529097,96.4300132246021,107.1878657709415,143.59181500889156,10857.730646976572,-10714.13883196768,1.4359181500889155,108.57730646976572,-107.1413883196768,10.077347393651825,0.10077347393651825,7.018051407058133,0.6666666666666666,32.0,0.6730769230769231,35.0,0.3269230769230769,17.0,0.3333333333333333,16.0,0.47761194029850745,0.6666666666666666,0.5565217391304348,-0.0068108814473310745,0.538261217948718,0.5688396465199276,0.45,0.441156442956893,0.558843557043107,0.55,0.3836287313432835,0.45,0.40827329192546585,0.005151313885036565,0.523869885740666,0.4459999193862877,0.3093167701863354,0.45,0.0,0.0,0.0,0.0,0.0,0.0,24153.0,93853.0,13053.0,90.0,83.33333333333336,'Number of leaves: 82\nSize of the tree: 100\n',82.0,100.0,82.0,?,?,?
klienci6,6,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,41.0,59.0,0.0,41.0,59.0,0.0,-0.07979502196193271,0.40593864238143396,0.4834994213549371,100.35112627859044,107.60948080041615,143.59181500889156,8722.962693731963,-8579.370878723072,1.4359181500889155,87.22962693731962,-85.79370878723071,4.204570817552078,0.04204570817552078,2.9281410067083007,0.7083333333333334,34.0,0.8076923076923077,42.0,0.19230769230769232,10.0,0.2916666666666667,14.0,0.4473684210526316,0.7083333333333334,0.5483870967741936,-0.11622966158867729,0.4937900641025641,0.5246826777117283,0.41,0.48738473079808414,0.5126152692019159,0.59,0.3303890160183066,0.41,0.3504389212057113,-0.0938368151870716,0.48741120376247904,0.41485127991379805,0.2592984311651684,0.41,0.011,0.0,0.015625,0.0,15.625,0.0,25349.0,93853.0,13053.0,92.0,88.33333333333334,'Number of leaves: 86\nSize of the tree: 106\n',86.0,106.0,86.0,?,?,?
klienci6,6,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,42.0,58.0,0.0,42.0,58.0,0.0,-0.029098651525904944,0.39001771225989657,0.4664578622666637,96.415351010372,103.81664621877452,143.59181500889156,5497.62406683953,-5354.032251830638,1.4359181500889155,54.976240668395306,-53.54032251830638,12.710215313695876,0.12710215313695877,8.851629400261311,0.625,30.0,0.6923076923076923,36.0,0.3076923076923077,16.0,0.375,18.0,0.45454545454545453,0.625,0.5263157894736842,-0.07098646750254822,0.5124198717948718,0.5638243412839994,0.42,0.4491419008598303,0.5508580991401697,0.58,0.37018181818181817,0.42,0.386749226006192,-0.03535339099439214,0.5576025737203532,0.4617763388063657,0.2930856553147575,0.42,0.019,0.0,0.015625,0.0,15.625,0.0,25963.0,93853.0,13053.0,95.0,87.0,'Number of leaves: 87\nSize of the tree: 109\n',87.0,109.0,87.0,?,?,?
klienci6,7,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,48.0,52.0,0.0,48.0,52.0,0.0,0.0,0.4043851851851861,0.449306736216893,99.96709981992545,99.9994259950435,143.59181500889184,143.5896430957689,0.0021719131229360755,1.4359181500889184,1.4358964309576892,2.1719131229360755E-5,0.07718393793014316,7.718393793014317E-4,0.053752324201322754,1.0,48.0,1.0,52.0,0.0,0.0,0.0,0.0,0.48,1.0,0.6486486486486487,NaN,0.5,0.48,0.48,0.48,0.52,0.52,NaN,0.48,NaN,NaN,0.5,0.3944,NaN,0.48,0.01,0.0,0.015625,0.0,15.625,0.0,4418.0,93853.0,13053.0,100.0,100.0,'Number of leaves: 1\nSize of the tree: 1\n',1.0,1.0,1.0,?,?,?
klienci6,7,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,51.0,49.0,0.0,51.0,49.0,0.0,0.1388400702987698,0.37711075555439033,0.4603277357605637,93.22465294174742,102.45230181332789,143.59181500889184,7636.141558869823,-7492.549743860931,1.4359181500889184,76.36141558869822,-74.92549743860931,17.544187321490178,0.1754418732149018,12.218097055465009,0.6875,33.0,0.5769230769230769,30.0,0.4230769230769231,22.0,0.3125,15.0,0.5238095238095238,0.6875,0.5945945945945946,0.11442361247908184,0.5719150641025641,0.5737947082329095,0.51,0.37987131398234175,0.6201286860176584,0.49,0.4974285714285715,0.51,0.48859337533021746,0.14343600755190752,0.6047236568757574,0.4960770917752889,0.42075458917564185,0.51,0.02,0.0,0.015625,0.0,15.625,0.0,28275.0,93853.0,13053.0,93.0,86.00000000000001,'Number of leaves: 100\nSize of the tree: 121\n',100.0,121.0,100.0,?,?,?
klienci6,7,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,44.0,56.0,0.0,44.0,56.0,0.0,0.0035587188612099673,0.3788984453130403,0.4680187666008542,93.66658347505364,104.16404705849146,143.59181500889184,6571.271550773008,-6427.679735764116,1.4359181500889184,65.71271550773008,-64.27679735764116,16.83268571636483,0.16832685716364829,11.722594157140833,0.7291666666666666,35.0,0.6730769230769231,35.0,0.3269230769230769,17.0,0.2708333333333333,13.0,0.5,0.7291666666666666,0.5932203389830509,0.061149948808778574,0.5725160256410257,0.5934459025626777,0.44,0.42928097408967625,0.5707190259103238,0.56,0.3768,0.44,0.39331719128329296,0.007353203128876875,0.5532097928328237,0.48398040292466793,0.2929782082324456,0.44,0.0,0.0,0.0,0.0,0.0,0.0,35031.0,93853.0,13053.0,94.0,84.00000000000001,'Number of leaves: 124\nSize of the tree: 155\n',124.0,155.0,124.0,?,?,?
klienci6,7,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,40.0,60.0,0.0,40.0,60.0,0.0,-0.06799572801708785,0.4244553169184308,0.4977147663623633,104.92858934990791,110.77330236479595,143.59181500889184,7656.521020305676,-7512.929205296784,1.4359181500889184,76.56521020305676,-75.12929205296784,-2.6655957601161933,-0.026655957601161934,-1.8563702673102418,0.5833333333333334,28.0,0.6730769230769231,35.0,0.3269230769230769,17.0,0.4166666666666667,20.0,0.4444444444444444,0.5833333333333334,0.5045045045045046,-0.09286554056273308,0.4166666666666667,0.4290270379115829,0.4,0.46730047896589527,0.5326995210341048,0.6,0.3436190476190476,0.4,0.3670936690114772,-0.07398267447692669,0.42805701425356346,0.35594640491517976,0.27775720926405856,0.4,0.0,0.0,0.0,0.0,0.0,0.0,24509.0,93853.0,13053.0,93.0,90.33333333333331,'Number of leaves: 86\nSize of the tree: 102\n',86.0,102.0,86.0,?,?,?
klienci6,7,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,42.0,58.0,0.0,42.0,58.0,0.0,-0.04279036317871267,0.3864679745646549,0.48515971171868943,95.53782879760293,107.97900137506468,143.59181500889184,10856.840591138589,-10713.248776129698,1.4359181500889184,108.5684059113859,-107.13248776129699,12.380091858370797,0.12380091858370797,8.621725310460187,0.6666666666666666,32.0,0.75,39.0,0.25,13.0,0.3333333333333333,16.0,0.4507042253521127,0.6666666666666666,0.5378151260504203,-0.09175143621896871,0.5380608974358975,0.5562851096330574,0.42,0.4629482370592648,0.5370517629407352,0.58,0.36249187432286023,0.42,0.37690126050420175,-0.05183276011318932,0.5457486006116914,0.447086047445038,0.28343837535014005,0.42,0.002,0.0,0.0,0.0,0.0,0.0,30505.0,93853.0,13053.0,90.0,81.00000000000003,'Number of leaves: 105\nSize of the tree: 132\n',105.0,132.0,105.0,?,?,?
klienci6,7,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,45.0,55.0,0.0,45.0,55.0,0.0,-0.011029411764705892,0.38824278093725034,0.4655428785033935,95.97657445968507,103.6130039322328,143.59181500889184,4429.032055446127,-4285.440240437235,1.4359181500889184,44.29032055446127,-42.85440240437235,11.394634496849198,0.11394634496849199,7.935434548371432,0.75,36.0,0.7692307692307693,40.0,0.23076923076923078,12.0,0.25,12.0,0.47368421052631576,0.75,0.5806451612903226,-0.02249606353329238,0.5410657051282052,0.5370960139488219,0.45,0.46116625310173703,0.538833746898263,0.55,NaN,0.45,NaN,NaN,0.5486894079289053,0.45320797331894624,NaN,0.45,0.002,0.0,0.0,0.0,0.0,0.0,22973.0,93853.0,13053.0,96.0,89.66666666666669,'Number of leaves: 77\nSize of the tree: 94\n',77.0,94.0,77.0,?,?,?
klienci6,7,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,43.0,57.0,0.0,43.0,57.0,0.0,-0.00795755968169762,0.38553690565001664,0.4575541495056145,95.17564677096826,101.6763279160891,143.9116468080738,2284.959008135432,-2141.0473613273584,1.439116468080738,22.84959008135432,-21.410473613273584,14.162935417780531,0.1416293541778053,9.8414101512359,0.6382978723404256,30.0,0.660377358490566,35.0,0.33962264150943394,18.0,0.3617021276595745,17.0,0.46153846153846156,0.6382978723404256,0.5357142857142858,-0.0231038909073416,0.5881172219991971,0.608376840874146,0.43,0.4367364892568642,0.5632635107431357,0.57,0.37536057692307695,0.43,0.39460261569416505,-0.011879321855810617,0.5784928678813688,0.4903156119858319,0.3006371562709591,0.43,0.011,0.0,0.015625,0.0,15.625,0.0,26141.0,93853.0,13053.0,98.0,91.0,'Number of leaves: 89\nSize of the tree: 110\n',89.0,110.0,89.0,?,?,?
klienci6,7,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,46.0,54.0,0.0,46.0,54.0,0.0,0.03104252646689402,0.3749139768781559,0.4599297367579865,92.55321529515624,102.20422387928042,143.9116468080738,7640.963296081601,-7497.051649273527,1.439116468080738,76.40963296081601,-74.97051649273527,13.921510760021924,0.13921510760021924,9.673651208083385,0.7021276595744681,33.0,0.6792452830188679,36.0,0.32075471698113206,17.0,0.2978723404255319,14.0,0.4782608695652174,0.7021276595744681,0.5689655172413792,0.024693497124128837,0.5796868727418707,0.6038522988626113,0.46,0.429561714585776,0.570438285414224,0.54,0.39378260869565224,0.46,0.41437031484257864,0.02861189206205954,0.5761118084578367,0.5140721208778385,0.31525903714809256,0.46,0.008,0.0,0.0,0.0,0.0,0.0,23021.0,93853.0,13053.0,93.0,86.66666666666669,'Number of leaves: 74\nSize of the tree: 94\n',74.0,94.0,74.0,?,?,?
klienci6,7,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,47.0,53.0,0.0,47.0,53.0,0.0,0.0,0.4063703703703708,0.4517847551883266,99.96888243128737,100.00145049665592,145.33595685409097,145.3425977789629,-0.00664092487193102,1.4533595685409098,1.453425977789629,-6.64092487193102E-5,0.07497762918231954,7.497762918231953E-4,0.051589180547793004,1.0,47.0,1.0,53.0,0.0,0.0,0.0,0.0,0.47,1.0,0.6394557823129251,NaN,0.5,0.47,0.47,0.47,0.53,0.53,NaN,0.47,NaN,NaN,0.5,0.38780000000000003,NaN,0.47,0.0,0.0,0.0,0.0,0.0,0.0,4418.0,93853.0,13053.0,100.0,100.0,'Number of leaves: 1\nSize of the tree: 1\n',1.0,1.0,1.0,?,?,?
klienci6,7,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,45.0,55.0,0.0,45.0,55.0,0.0,0.03694624409035197,0.4183076329612627,0.5074249079424848,102.90550106175651,112.31726221312681,145.33595685409097,14083.0508726507,-13937.714915796609,1.4533595685409098,140.830508726507,-139.37714915796607,2.0098862469556376,0.020098862469556375,1.382924288291196,0.6382978723404256,30.0,0.6037735849056604,32.0,0.39622641509433965,21.0,0.3617021276595745,17.0,0.4838709677419355,0.6382978723404256,0.5504587155963303,0.035499639632008424,0.4676836611802489,0.43747592321914675,0.45,0.4116483477140095,0.5883516522859904,0.55,0.39027649769585254,0.45,0.4148799798919191,0.03350644831017642,0.4597686262575633,0.38156452080059805,0.3204725399019731,0.45,0.008,0.0,0.0,0.0,0.0,0.0,26513.0,93853.0,13053.0,87.0,84.00000000000001,'Number of leaves: 92\nSize of the tree: 112\n',92.0,112.0,92.0,?,?,?
klienci6,8,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,40.0,60.0,0.0,40.0,60.0,0.0,-0.07507615122737858,0.4058328307504814,0.506596082500674,100.18600445642781,112.57428101351444,143.91164680807407,14078.299104853497,-13934.387458045423,1.4391164680807407,140.78299104853497,-139.34387458045424,5.353440970790629,0.053534409707906294,3.719949767464045,0.6170212765957447,29.0,0.7358490566037735,39.0,0.2641509433962264,14.0,0.3829787234042553,18.0,0.4264705882352941,0.6170212765957447,0.5043478260869566,-0.127138007754558,0.44781212364512246,0.432658365461036,0.4,0.48011135168574076,0.5198886483142592,0.6,0.46624762808349146,0.4,0.3671387163561077,-0.06101470917158032,0.4712465742092808,0.37812468685596556,0.3077984817115252,0.4,0.009,0.0,0.015625,0.0,15.625,0.0,29277.0,93853.0,13053.0,87.0,80.66666666666666,'Number of leaves: 103\nSize of the tree: 126\n',103.0,126.0,103.0,?,?,?
klienci6,8,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,47.0,53.0,0.0,47.0,53.0,0.0,0.060117042028728467,0.3839854833664665,0.4610026350855642,94.7926545928191,102.44264016791703,143.91164680807407,3357.5218995666896,-3213.6102527586154,1.4391164680807407,33.575218995666894,-32.136102527586154,13.229980086236141,0.1322998008623614,9.193126741076165,0.7021276595744681,33.0,0.6415094339622641,34.0,0.3584905660377358,19.0,0.2978723404255319,14.0,0.4925373134328358,0.7021276595744681,0.5789473684210525,0.0643421712495377,0.5869128863910076,0.6037108721878993,0.47,0.4134537725059164,0.5865462274940836,0.53,0.4471592039800995,0.47,0.43553237313231924,0.06664202522953483,0.5803534408965682,0.5001479654678067,0.35780200714916016,0.47,0.012,0.0,0.015625,0.0,15.625,0.0,21777.0,93853.0,13053.0,97.0,89.33333333333334,'Number of leaves: 73\nSize of the tree: 88\n',73.0,88.0,73.0,?,?,?
klienci6,8,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,48.0,52.0,0.0,48.0,52.0,0.0,0.07866761162296243,0.4000370155709121,0.48177020252584496,98.89219915148226,107.22461924284188,143.59181500889167,14071.54833884974,-13927.956523840849,1.4359181500889167,140.7154833884974,-139.27956523840848,8.359310731371437,0.08359310731371437,5.8215788489433065,0.7708333333333334,37.0,0.6346153846153846,33.0,0.36538461538461536,19.0,0.22916666666666666,11.0,0.5285714285714286,0.7708333333333334,0.6271186440677967,0.1485070185356051,0.6069711538461539,0.5825843500002493,0.48,0.39856137111200873,0.6014386288879912,0.52,0.4353809523809524,0.48,0.4375975943138327,0.09013283801574147,0.5560423278896647,0.46966395435434616,0.34989976307636234,0.48,0.0,0.0,0.0,0.0,0.0,0.0,32849.0,93853.0,13053.0,87.0,86.0,'Number of leaves: 116\nSize of the tree: 144\n',116.0,144.0,116.0,?,?,?
klienci6,8,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,50.0,50.0,0.0,50.0,50.0,0.0,0.12311469659768498,0.36882782550196097,0.4664595558289588,91.1770495040165,103.81702314447749,143.59181500889167,8708.209109964579,-8564.617294955688,1.4359181500889167,87.08209109964578,-85.64617294955687,17.484886906720174,0.17484886906720173,12.176799148083374,0.625,30.0,0.5192307692307693,27.0,0.4807692307692308,25.0,0.375,18.0,0.5263157894736842,0.625,0.5714285714285714,0.10673576834604898,0.5895432692307693,0.578067048206236,0.5,0.37669513532229215,0.6233048646777078,0.5,0.44263157894736843,0.5,0.4691575091575092,0.11800571359880489,0.6076075509261932,0.49069123666887804,0.36141636141636146,0.5,0.0,0.0,0.0,0.0,0.0,0.0,31459.0,93853.0,13053.0,92.0,82.0,'Number of leaves: 111\nSize of the tree: 137\n',111.0,137.0,111.0,?,?,?
klienci6,8,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,40.0,60.0,0.0,40.0,60.0,0.0,-0.054852320675105495,0.4132497040296568,0.5063467946617966,102.15847643965748,112.6944796041677,143.59181500889167,16221.197864571071,-16077.60604956218,1.4359181500889167,162.2119786457107,-160.7760604956218,3.4390396216290364,0.034390396216290364,2.395010900458414,0.625,30.0,0.7307692307692307,38.0,0.2692307692307692,14.0,0.375,18.0,0.4411764705882353,0.625,0.5172413793103449,-0.11327972625359976,0.44611378205128205,0.45710334069527464,0.4,0.4541000634774078,0.5458999365225923,0.6,0.36376470588235293,0.4,0.36891078270388616,-0.06083143110153697,0.49533866639736857,0.42196269544677306,0.2782338989235541,0.4,0.0,0.0,0.0,0.0,0.0,0.0,33981.0,93853.0,13053.0,85.0,81.33333333333334,'Number of leaves: 124\nSize of the tree: 150\n',124.0,150.0,124.0,?,?,?
klienci6,8,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,48.0,52.0,0.0,48.0,52.0,0.0,0.0,0.404385185185185,0.44930673621689254,99.96709981992521,99.99942599504338,143.59181500889167,143.58964309576905,0.0021719131226234367,1.4359181500889167,1.4358964309576905,2.1719131226234367E-5,0.07718393793014316,7.718393793014317E-4,0.05375232420132282,1.0,48.0,1.0,52.0,0.0,0.0,0.0,0.0,0.48,1.0,0.6486486486486487,NaN,0.5,0.48,0.48,0.48,0.52,0.52,NaN,0.48,NaN,NaN,0.5,0.3944,NaN,0.48,0.0,0.0,0.0,0.0,0.0,0.0,4418.0,93853.0,13053.0,100.0,100.0,'Number of leaves: 1\nSize of the tree: 1\n',1.0,1.0,1.0,?,?,?
klienci6,8,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0200408145600002E7,900.0,100.0,51.0,49.0,0.0,51.0,49.0,0.0,0.13212894084307475,0.37188494602887573,0.45802042195437126,91.93279299826858,101.93877722619972,143.59181500889167,7636.697206081889,-7493.105391072997,1.4359181500889167,76.3669720608189,-74.93105391072997,19.167311536850363,0.19167311536850362,13.34847082729852,0.7083333333333334,34.0,0.5961538461538461,31.0,0.40384615384615385,21.0,0.2916666666666667,14.0,0.5230769230769231,0.7083333333333334,0.6017699115044248,0.1175019408963036,0.5717147435897436,0.5629689197440859,0.51,0.3874741762363667,0.6125258237636332,0.49,0.5049478908188586,0.51,0.4851780599375829,0.14055630857348056,0.5813829418893185,0.5040793152383987,0.41959158080743303,0.51,0.002,0.0,0.0,0.0,0.0,0.0,31685.0,93853.0,13053.0,93.0,85.33333333333331,'Number of leaves: 110\nSize of the tree: 138\n',110.0,138.0,110.0,?,?,?
