"word";"in documents";"total";"in class (unknown)";"in class (food/beverage/hospitality)"
"mission";3;3;0.0;0.0
"mobil";8;12;0.0;0.0
"modern";4;4;0.0;0.0
"modul";7;7;0.0;0.0
"moment";4;4;0.0;0.0
"mon";3;3;0.0;0.0
"mondai";24;24;0.0;0.0
"monei";9;10;0.0;0.0
"monitor";12;14;0.0;0.0
"month";36;43;0.0;0.0
"monthli";5;7;0.0;0.0
"morn";6;6;0.0;0.0
"motiv";46;49;0.0;0.0
"motor";3;4;0.0;0.0
"move";10;10;0.0;0.0
"ms";13;13;0.0;0.0
"multi";24;28;0.0;0.0
"multipl";7;7;0.0;0.0
"multitask";3;3;0.0;0.0
"municip";4;4;0.0;0.0
"n";3;3;0.0;0.0
"nail";3;4;0.0;0.0
"name";12;12;0.0;0.0
"nation";8;18;0.0;0.0
"natur";11;12;0.0;0.0
"nd";4;4;0.0;0.0
"nearbi";4;4;0.0;0.0
"nearli";3;3;0.0;0.0
"neat";6;6;0.0;0.0
"necessari";24;26;0.0;0.0
"negoti";8;9;0.0;0.0
"net";16;25;0.0;0.0
"network";16;30;0.0;0.0
"newest";3;5;0.0;0.0
"nice";5;5;0.0;0.0
"night";14;18;0.0;0.0
"non";9;12;0.0;0.0
"north";20;21;0.0;0.0
"note";17;18;0.0;0.0
"notic";4;5;0.0;0.0
"nov";6;6;0.0;0.0
"novemb";30;37;0.0;0.0
"number";16;18;0.0;0.0
"numer";3;3;0.0;0.0
"nurs";5;7;0.0;0.0
"o";7;37;0.0;0.0
"object";11;13;0.0;0.0
"obtain";7;8;0.0;0.0
"occasion";9;9;0.0;0.0
"occur";5;5;0.0;0.0
"offer";64;70;0.0;0.0
"offic";67;114;0.0;0.0
"ok";5;5;0.0;0.0
"old";8;8;0.0;0.0
"ongo";9;9;0.0;0.0
"onlin";16;22;0.0;0.0
"open";31;32;0.0;0.0
"oper";46;65;0.0;0.0
"opportun";74;113;0.0;0.0
"optim";8;8;0.0;0.0
"option";7;8;0.0;0.0
"oracl";4;6;0.0;0.0
"oral";11;11;0.0;0.0
"order";26;32;0.0;0.0
"orderli";3;3;0.0;0.0
"ordin";3;3;0.0;0.0
"org";3;3;0.0;0.0
"organ";57;69;0.0;0.0
"organiz";15;15;0.0;0.0
"orient";38;48;0.0;0.0
"origin";3;3;0.0;0.0
"os";3;3;0.0;0.0
"other";16;18;0.0;0.0
"out";5;5;0.0;0.0
"outbound";4;4;0.0;0.0
"outgo";22;24;0.0;0.0
"outlin";7;7;0.0;0.0
"outlook";3;3;0.0;0.0
"outstand";8;9;0.0;0.0
"overal";3;4;0.0;0.0
"overse";6;7;0.0;0.0
"overtim";5;5;0.0;0.0
"overview";4;4;0.0;0.0
"own";15;15;0.0;0.0
"owner";10;15;0.0;0.0
"ownership";5;5;0.0;0.0
"p";12;13;0.0;0.0
"pace";42;44;0.0;0.0
"pacif";3;4;0.0;0.0
"pack";8;10;0.0;0.0
"packag";29;34;0.0;0.0
"page";5;6;0.0;0.0
"pai";34;39;0.0;0.0
"paid";14;15;0.0;0.0
"paper";8;8;0.0;0.0
"paperwork";3;3;0.0;0.0
"park";9;14;0.0;0.0
"part";94;116;0.0;0.0
"parti";3;3;0.0;0.0
"particip";14;18;0.0;0.0
"particularli";3;3;0.0;0.0
"partner";8;13;0.0;0.0
"pass";8;11;0.0;0.0
"passion";28;37;0.0;0.0
"patienc";3;3;0.0;0.0
"patient";6;14;0.0;0.0
"patron";3;3;0.0;0.0
"payabl";5;6;0.0;0.0
"payment";4;4;0.0;0.0
"payrol";6;12;0.0;0.0
"pc";3;5;0.0;0.0
"pdf";4;4;0.0;0.0
"peopl";54;74;0.0;0.0
"perfect";5;5;0.0;0.0
"perform";41;64;0.0;0.0
"period";9;13;0.0;0.0
"perk";5;6;0.0;0.0
"perman";21;22;0.0;0.0
"person";93;112;0.0;0.0
"personnel";6;10;0.0;0.0
"peter";10;23;0.0;0.0
"phase";4;4;0.0;0.0
"phone";45;50;0.0;0.0
"photo";3;5;0.0;0.0
"photographi";3;5;0.0;0.0
"photoshop";5;8;0.0;0.0
"php";7;12;0.0;0.0
"physic";14;18;0.0;0.0
"pick";8;8;0.0;0.0
"pictur";3;3;0.0;0.0
"pl";3;3;0.0;0.0
"place";19;21;0.0;0.0
"plai";7;8;0.0;0.0
"plan";44;75;0.0;0.0
"planet";3;3;0.0;0.0
"planner";4;5;0.0;0.0
"plant";4;5;0.0;0.0
"platform";4;4;0.0;0.0
"player";25;26;0.0;0.0
"pleas";253;323;0.0;0.0
"pleasant";3;3;0.0;0.0
"plenti";3;4;0.0;0.0
"pm";47;75;0.0;0.0
"pmi";3;3;0.0;0.0
"pmp";3;3;0.0;0.0
"po";3;3;0.0;0.0
"point";9;10;0.0;0.0
"polici";9;9;0.0;0.0
"popular";3;3;0.0;0.0
"portfolio";10;12;0.0;0.0
"portion";5;5;0.0;0.0
"posit";161;267;0.0;0.0
"poss";3;3;0.0;0.0
"possess";15;16;0.0;0.0
"possibl";8;8;0.0;0.0
"post";33;40;0.0;0.0
"poster";3;6;0.0;0.0
"potenti";21;21;0.0;0.0
"pound";3;4;0.0;0.0
"power";9;16;0.0;0.0
"powerpoint";4;4;0.0;0.0
"practic";20;23;0.0;0.0
"pre";9;10;0.0;0.0
"predetermin";3;3;0.0;0.0
"prefer";50;56;0.0;0.0
"prep";10;13;0.0;0.0
"prepar";42;59;0.0;0.0
"present";18;21;0.0;0.0
"pressur";7;7;0.0;0.0
"prevent";8;9;0.0;0.0
"previou";26;27;0.0;0.0
"price";10;11;0.0;0.0
"pride";11;11;0.0;0.0
"primari";5;5;0.0;0.0
"primarili";5;5;0.0;0.0
"princip";3;3;0.0;0.0
"principl";6;6;0.0;0.0
"print";12;23;0.0;0.0
"prior";8;8;0.0;0.0
"priorit";10;10;0.0;0.0
"prioriti";9;9;0.0;0.0
"privat";6;6;0.0;0.0
"pro";4;5;0.0;0.0
"proactiv";6;7;0.0;0.0
"probationari";4;5;0.0;0.0
"problem";32;43;0.0;0.0
"procedur";15;16;0.0;0.0
"process";33;50;0.0;0.0
"procur";3;4;0.0;0.0
"produc";6;8;0.0;0.0
"product";72;151;0.0;0.0
"profession";67;86;0.0;0.0
"profici";19;20;0.0;0.0
"profil";8;8;0.0;0.0
"profit";15;15;0.0;0.0
"program";38;60;0.0;0.0
"progress";13;13;0.0;0.0
"project";40;101;0.0;0.0
"promot";18;22;0.0;0.0
"proof";5;5;0.0;0.0
"proper";4;4;0.0;0.0
"properli";3;3;0.0;0.0
"properti";6;17;0.0;0.0
"propos";5;7;0.0;0.0
"proprietari";4;4;0.0;0.0
"prospect";9;11;0.0;0.0
"protocol";6;7;0.0;0.0
"proven";22;24;0.0;0.0
"provid";79;123;0.0;0.0
"provinci";6;6;0.0;0.0
"pt";5;15;0.0;0.0
"pub";7;9;0.0;0.0
"publish";3;3;0.0;0.0
"pull";4;4;0.0;0.0
"punctual";7;7;0.0;0.0
"punjabi";4;4;0.0;0.0
"purchas";6;12;0.0;0.0
"purpos";6;6;0.0;0.0
"put";6;7;0.0;0.0
"qa";3;3;0.0;0.0
"qualif";48;54;0.0;0.0
"qualifi";23;26;0.0;0.0
"qualiti";44;46;0.0;0.0
"quantiti";7;7;0.0;0.0
"question";7;7;0.0;0.0
"quick";6;6;0.0;0.0
"quickli";13;13;0.0;0.0
"quot";15;16;0.0;0.0
"r";3;3;0.0;0.0
"rail";3;3;0.0;0.0
"rang";16;17;0.0;0.0
"rapidli";7;7;0.0;0.0
"rare";3;3;0.0;0.0
"rate";16;16;0.0;0.0
"rd";4;5;0.0;0.0
"reach";3;3;0.0;0.0
"read";21;24;0.0;0.0
"readi";9;10;0.0;0.0
"realtor";3;3;0.0;0.0
"reason";4;5;0.0;0.0
"receipt";3;4;0.0;0.0
"receiv";19;28;0.0;0.0
"recent";13;13;0.0;0.0
"recept";10;10;0.0;0.0
"receptionist";13;14;0.0;0.0
"recogn";6;6;0.0;0.0
"recommend";9;9;0.0;0.0
"reconcili";6;6;0.0;0.0
"record";42;48;0.0;0.0
"recreat";3;3;0.0;0.0
"recruit";21;23;0.0;0.0
"recycl";4;9;0.0;0.0
"red";6;6;0.0;0.0
"refer";23;23;0.0;0.0
"referr";6;8;0.0;0.0
"refriger";3;10;0.0;0.0
"regard";11;11;0.0;0.0
"regist";9;15;0.0;0.0
"registr";4;4;0.0;0.0
"regul";5;9;0.0;0.0
"regular";13;13;0.0;0.0
"regularli";3;3;0.0;0.0
"relat";44;64;0.0;0.0
"relationship";19;25;0.0;0.0
"relax";4;4;0.0;0.0
"releas";3;3;0.0;0.0
"relev";15;18;0.0;0.0
"reliabl";39;40;0.0;0.0
"remov";3;3;0.0;0.0
"render";6;10;0.0;0.0
"renov";4;4;0.0;0.0
"rent";4;5;0.0;0.0
"rep";5;5;0.0;0.0
"repair";18;30;0.0;0.0
"replac";7;7;0.0;0.0
"repli";23;25;0.0;0.0
"report";37;59;0.0;0.0
"repres";10;13;0.0;0.0
"reput";4;4;0.0;0.0
"request";16;17;0.0;0.0
"requir";167;294;0.0;0.0
"research";14;18;0.0;0.0
"resid";9;9;0.0;0.0
"residenti";12;19;0.0;0.0
"resolut";4;4;0.0;0.0
"resolv";7;8;0.0;0.0
"resourc";16;29;0.0;0.0
"respect";11;12;0.0;0.0
"respond";22;22;0.0;0.0
"respons";81;102;0.0;0.0
"rest";3;3;0.0;0.0
"restaur";24;30;0.0;0.0
"result";12;13;0.0;0.0
"resum";196;218;0.0;0.0
"retail";27;61;0.0;0.0
"retain";5;5;0.0;0.0
"revenu";4;5;0.0;0.0
"review";16;19;0.0;0.0
"reward";16;19;0.0;0.0
"richmond";15;16;0.0;0.0
"risk";4;6;0.0;0.0
"river";4;4;0.0;0.0
"road";5;5;0.0;0.0
"robson";6;6;0.0;0.0
"role";45;52;0.0;0.0
"room";13;25;0.0;0.0
"rotat";4;4;0.0;0.0
"rout";3;5;0.0;0.0
"routin";4;7;0.0;0.0
"royal";5;11;0.0;0.0
"rrsp";4;4;0.0;0.0
"run";16;18;0.0;0.0
"s";107;186;0.0;0.0
"safe";20;24;0.0;0.0
"safeti";20;20;0.0;0.0
"salari";37;43;0.0;0.0
"sale";73;207;0.0;0.0
"salon";11;13;0.0;0.0
"salvag";3;3;0.0;0.0
"sampl";4;4;0.0;0.0
"sanitari";3;3;0.0;0.0
"sap";5;6;0.0;0.0
"sat";4;7;0.0;0.0
"satisfact";6;9;0.0;0.0
"satisfi";3;3;0.0;0.0
"saturdai";27;35;0.0;0.0
"sc";3;3;0.0;0.0
"scan";3;4;0.0;0.0
"schedul";46;56;0.0;0.0
"scheme";3;3;0.0;0.0
"school";28;35;0.0;0.0
"scienc";10;11;0.0;0.0
"scope";8;9;0.0;0.0
"scrap";3;3;0.0;0.0
"script";7;11;0.0;0.0
"seal";9;9;0.0;0.0
"search";11;13;0.0;0.0
"season";10;13;0.0;0.0
"secondari";11;11;0.0;0.0
"section";3;3;0.0;0.0
"sector";8;8;0.0;0.0
"secur";15;39;0.0;0.0
"see";16;18;0.0;0.0
"seek";59;62;0.0;0.0
"select";22;26;0.0;0.0
"self";37;38;0.0;0.0
"sell";22;30;0.0;0.0
"send";81;83;0.0;0.0
"senior";14;17;0.0;0.0
"sens";8;8;0.0;0.0
"seriou";7;8;0.0;0.0
"serv";23;29;0.0;0.0
"server";16;23;0.0;0.0
"servic";120;232;0.0;0.0
"session";5;7;0.0;0.0
"set";39;45;0.0;0.0
"setup";5;5;0.0;0.0
"share";19;20;0.0;0.0
"shaw";3;3;0.0;0.0
"sheet";4;4;0.0;0.0
"shift";43;54;0.0;0.0
"ship";9;25;0.0;0.0
"shoe";4;8;0.0;0.0
"shoot";4;5;0.0;0.0
"shop";30;41;0.0;0.0
"shore";4;4;0.0;0.0
"shortag";3;3;0.0;0.0
"shortlist";5;5;0.0;0.0
"shot";3;3;0.0;0.0
"show";12;16;0.0;0.0
"side";7;8;0.0;0.0
"signatur";3;3;0.0;0.0
"signific";3;3;0.0;0.0
"similar";5;5;0.0;0.0
"simpl";5;5;0.0;0.0
"sin";3;3;0.0;0.0
"sincer";3;3;0.0;0.0
"sit";3;3;0.0;0.0
"site";18;29;0.0;0.0
"situat";11;11;0.0;0.0
"size";7;8;0.0;0.0
"skill";146;269;0.0;0.0
"skytrain";4;4;0.0;0.0
"slip";3;3;0.0;0.0
"smart";3;3;0.0;0.0
"smile";3;3;0.0;0.0
"social";19;20;0.0;0.0
"softwar";35;61;0.0;0.0
"solid";8;11;0.0;0.0
"solut";33;63;0.0;0.0
"solv";19;20;0.0;0.0
"sound";10;10;0.0;0.0
"sourc";9;10;0.0;0.0
"south";6;7;0.0;0.0
"spa";3;8;0.0;0.0
"space";5;9;0.0;0.0
"speak";19;20;0.0;0.0
"special";19;20;0.0;0.0
"specialist";6;8;0.0;0.0
"specialti";3;3;0.0;0.0
"specif";21;23;0.0;0.0
"specifi";6;6;0.0;0.0
"speed";8;8;0.0;0.0
"spend";5;5;0.0;0.0
"spoken";14;14;0.0;0.0
"sport";6;10;0.0;0.0
"spring";3;3;0.0;0.0
"sq";4;4;0.0;0.0
"sql";7;9;0.0;0.0
"squar";4;4;0.0;0.0
"st";15;20;0.0;0.0
"staf";3;3;0.0;0.0
"staff";28;38;0.0;0.0
"stage";5;6;0.0;0.0
"stai";9;10;0.0;0.0
"stakehold";4;6;0.0;0.0
"stand";5;5;0.0;0.0
"standard";22;29;0.0;0.0
"start";74;90;0.0;0.0
"starter";5;6;0.0;0.0
"state";13;13;0.0;0.0
"statement";6;8;0.0;0.0
"station";4;4;0.0;0.0
"statist";6;7;0.0;0.0
"statu";5;6;0.0;0.0
"steel";6;7;0.0;0.0
"step";4;5;0.0;0.0
"sterl";3;3;0.0;0.0
"stock";8;9;0.0;0.0
"stop";5;5;0.0;0.0
"store";25;48;0.0;0.0
"stori";6;11;0.0;0.0
"strata";3;3;0.0;0.0
"strateg";3;5;0.0;0.0
"strategi";10;12;0.0;0.0
"street";19;19;0.0;0.0
"strict";5;5;0.0;0.0
"strictli";3;3;0.0;0.0
"strive";5;5;0.0;0.0
"strong";59;83;0.0;0.0
"structur";11;12;0.0;0.0
"student";18;36;0.0;0.0
"studio";4;6;0.0;0.0
"style";10;10;0.0;0.0
"stylist";3;3;0.0;0.0
"sub";3;3;0.0;0.0
"subject";23;24;0.0;0.0
"submiss";6;7;0.0;0.0
"submit";21;24;0.0;0.0
"succe";10;11;0.0;0.0
"success";44;56;0.0;0.0
"suggest";5;5;0.0;0.0
"suit";5;5;0.0;0.0
"suitabl";10;10;0.0;0.0
"summari";5;5;0.0;0.0
"sundai";9;9;0.0;0.0
"superior";6;6;0.0;0.0
"supervis";21;23;0.0;0.0
"supervisor";11;14;0.0;0.0
"supervisori";4;5;0.0;0.0
"supplement";5;5;0.0;0.0
"suppli";26;32;0.0;0.0
"supplier";8;8;0.0;0.0
"support";52;94;0.0;0.0
"surplu";3;3;0.0;0.0
"surrei";14;19;0.0;0.0
"sustain";3;4;0.0;0.0
"system";37;71;0.0;0.0
"t";31;42;0.0;0.0
"tabl";6;6;0.0;0.0
"take";50;59;0.0;0.0
"tale";3;3;0.0;0.0
"talent";12;16;0.0;0.0
"talk";8;8;0.0;0.0
"target";11;13;0.0;0.0
"task";38;49;0.0;0.0
"tax";5;13;0.0;0.0
"tb";5;5;0.0;0.0
"teach";8;21;0.0;0.0
"teacher";6;12;0.0;0.0
"team";142;227;0.0;0.0
"teamwork";7;7;0.0;0.0
"tech";7;8;0.0;0.0
"technic";24;42;0.0;0.0
"technician";10;18;0.0;0.0
"techniqu";8;8;0.0;0.0
"technolog";30;55;0.0;0.0
"telemarket";4;7;0.0;0.0
"telephon";10;11;0.0;0.0
"tell";7;14;0.0;0.0
"temporari";4;4;0.0;0.0
"tenant";3;3;0.0;0.0
"term";19;20;0.0;0.0
"territori";3;3;0.0;0.0
"test";14;49;0.0;0.0
"text";4;6;0.0;0.0
"th";19;22;0.0;0.0
"thank";75;77;0.0;0.0
"therapist";10;14;0.0;0.0
"thing";4;6;0.0;0.0
"think";15;17;0.0;0.0
"thinker";3;3;0.0;0.0
"thorough";6;7;0.0;0.0
"thrive";10;10;0.0;0.0
"thur";3;3;0.0;0.0
"thursdai";12;12;0.0;0.0
"ticket";7;7;0.0;0.0
"tidi";5;6;0.0;0.0
"tight";7;7;0.0;0.0
"time";156;242;0.0;0.0
"timelin";3;3;0.0;0.0
"tip";4;8;0.0;0.0
"tire";5;6;0.0;0.0
"titl";6;7;0.0;0.0
"tool";28;36;0.0;0.0
"top";10;10;0.0;0.0
"total";4;4;0.0;0.0
"touch";3;3;0.0;0.0
"town";6;6;0.0;0.0
"track";13;14;0.0;0.0
"trade";7;8;0.0;0.0
"traffic";4;4;0.0;0.0
"train";79;111;0.0;0.0
"traine";4;9;0.0;0.0
"transfer";7;7;0.0;0.0
"transit";6;7;0.0;0.0
"translat";3;3;0.0;0.0
"transport";24;25;0.0;0.0
"travel";16;19;0.0;0.0
"treat";6;6;0.0;0.0
"treatment";3;4;0.0;0.0
"trend";4;4;0.0;0.0
"trim";4;4;0.0;0.0
"trip";6;8;0.0;0.0
"troubl";4;4;0.0;0.0
"troubleshoot";13;19;0.0;0.0
"truck";15;22;0.0;0.0
"tue";3;3;0.0;0.0
"tuesdai";5;5;0.0;0.0
"tutor";5;13;0.0;0.0
"type";11;12;0.0;0.0
"typic";5;5;0.0;0.0
"u";4;4;0.0;0.0
"ubc";4;7;0.0;0.0
"ultim";3;3;0.0;0.0
"unabl";3;3;0.0;0.0
"understand";41;50;0.0;0.0
"unforgett";3;3;0.0;0.0
"uniform";4;4;0.0;0.0
"union";6;11;0.0;0.0
"uniqu";13;13;0.0;0.0
"unit";6;7;0.0;0.0
"univers";15;15;0.0;0.0
"unload";4;5;0.0;0.0
"up";3;3;0.0;0.0
"upcom";3;3;0.0;0.0
"updat";18;20;0.0;0.0
"upgrad";5;5;0.0;0.0
"urban";3;4;0.0;0.0
"us";56;76;0.0;0.0
"usa";3;3;0.0;0.0
"user";14;18;0.0;0.0
"util";8;8;0.0;0.0
"v";9;9;0.0;0.0
"vacanc";4;4;0.0;0.0
"vacat";11;12;0.0;0.0
"valid";30;30;0.0;0.0
"valu";15;15;0.0;0.0
"valuabl";3;3;0.0;0.0
"van";7;7;0.0;0.0
"vancouv";89;108;0.0;0.0
"vari";4;4;0.0;0.0
"varieti";27;33;0.0;0.0
"variou";21;22;0.0;0.0
"vast";4;4;0.0;0.0
"vehicl";28;34;0.0;0.0
"vendor";6;10;0.0;0.0
"venu";3;3;0.0;0.0
"verbal";24;24;0.0;0.0
"verifi";5;5;0.0;0.0
"victor";3;3;0.0;0.0
"video";6;10;0.0;0.0
"view";8;10;0.0;0.0
"violent";3;3;0.0;0.0
"vision";6;7;0.0;0.0
"visit";39;42;0.0;0.0
"voic";4;4;0.0;0.0
"volum";12;12;0.0;0.0
"volunt";3;6;0.0;0.0
"w";5;6;0.0;0.0
"wage";38;39;0.0;0.0
"walk";6;10;0.0;0.0
"want";47;56;0.0;0.0
"warehous";8;18;0.0;0.0
"wash";3;4;0.0;0.0
"watch";3;4;0.0;0.0
"water";7;11;0.0;0.0
"wealth";3;3;0.0;0.0
"web";22;44;0.0;0.0
"websit";25;30;0.0;0.0
"wed";5;6;0.0;0.0
"wednesdai";5;5;0.0;0.0
"week";55;66;0.0;0.0
"weekdai";8;8;0.0;0.0
"weekend";29;31;0.0;0.0
"weekli";9;10;0.0;0.0
"weigh";4;5;0.0;0.0
"welcom";7;7;0.0;0.0
"welfar";3;3;0.0;0.0
"west";15;20;0.0;0.0
"western";4;4;0.0;0.0
"wholesal";4;4;0.0;0.0
"why";15;17;0.0;0.0
"wide";12;13;0.0;0.0
"will";43;49;0.0;0.0
"willing";10;10;0.0;0.0
"win";13;13;0.0;0.0
"window";15;17;0.0;0.0
"wine";4;12;0.0;0.0
"winter";3;3;0.0;0.0
"wireless";5;16;0.0;0.0
"wish";3;3;0.0;0.0
"wk";7;7;0.0;0.0
"women";7;9;0.0;0.0
"wonder";3;3;0.0;0.0
"word";22;23;0.0;0.0
"work";236;527;0.0;0.0
"worker";19;34;0.0;0.0
"workflow";5;6;0.0;0.0
"workplac";3;3;0.0;0.0
"world";13;14;0.0;0.0
"worth";5;5;0.0;0.0
"wpcg";3;15;0.0;0.0
"wrap";3;3;0.0;0.0
"write";32;49;0.0;0.0
"writer";7;15;0.0;0.0
"written";42;49;0.0;0.0
"www";58;72;0.0;0.0
"x";4;4;0.0;0.0
"xml";4;4;0.0;0.0
"yahoo";4;4;0.0;0.0
"yard";3;3;0.0;0.0
"ye";4;4;0.0;0.0
"year";138;182;0.0;0.0
"young";6;6;0.0;0.0
"yr";4;4;0.0;0.0
