"word";"in documents";"total";"in class (unknown)";"in class (food/beverage/hospitality)"
"fix";3;3;0.0;0.0
"fix_asset";3;3;0.0;0.0
"flash";3;3;0.0;0.0
"flat";3;3;0.0;0.0
"fleet";6;10;0.0;0.0
"flexabl";4;4;0.0;0.0
"flexibl";32;34;0.0;0.0
"flexibl_hour";10;10;0.0;0.0
"flexibl_work";6;6;0.0;0.0
"flexibl_work_hour";4;4;0.0;0.0
"floor";4;4;0.0;0.0
"flow";4;4;0.0;0.0
"flower";3;9;0.0;0.0
"fluenci";3;3;0.0;0.0
"fluent";20;20;0.0;0.0
"fluent_languag";4;4;0.0;0.0
"fluent_spoken";3;3;0.0;0.0
"fluent_spoken_written";3;3;0.0;0.0
"fluent_written";3;3;0.0;0.0
"fluent_written_spoken";3;3;0.0;0.0
"focu";5;5;0.0;0.0
"focus";10;10;0.0;0.0
"focus_exceed";3;3;0.0;0.0
"focus_exceed_sale";3;3;0.0;0.0
"focus_exceed_sale_goal";3;3;0.0;0.0
"folk";4;4;0.0;0.0
"follow";18;21;0.0;0.0
"follow_direct";4;4;0.0;0.0
"food";39;58;0.0;0.0
"food_item";3;3;0.0;0.0
"food_safe";10;10;0.0;0.0
"food_safeti";3;3;0.0;0.0
"food_servic";3;3;0.0;0.0
"foot";6;7;0.0;0.0
"forc";3;4;0.0;0.0
"forklift";6;7;0.0;0.0
"form";6;6;0.0;0.0
"formal";8;9;0.0;0.0
"format";6;6;0.0;0.0
"forward";48;54;0.0;0.0
"forward_cover";5;5;0.0;0.0
"forward_cover_letter";5;5;0.0;0.0
"forward_cover_letter_resum";5;5;0.0;0.0
"forward_hear";8;8;0.0;0.0
"forward_resum";20;20;0.0;0.0
"forward_resum_cover";8;8;0.0;0.0
"forward_resum_cover_letter";8;8;0.0;0.0
"forward_see";9;9;0.0;0.0
"forward_see_saturdai";6;6;0.0;0.0
"found";3;3;0.0;0.0
"foundat";11;13;0.0;0.0
"foundat_current";7;7;0.0;0.0
"foundat_current_hire";7;7;0.0;0.0
"foundat_current_hire_casual";5;5;0.0;0.0
"frame";4;7;0.0;0.0
"fraser";3;3;0.0;0.0
"fraser_river";3;3;0.0;0.0
"free";9;10;0.0;0.0
"french";4;5;0.0;0.0
"fresh";7;9;0.0;0.0
"fridai";20;21;0.0;0.0
"fridai_pm";8;8;0.0;0.0
"fridai_pm_pm";3;3;0.0;0.0
"friend";3;13;0.0;0.0
"friendli";34;39;0.0;0.0
"friendli_detail";3;3;0.0;0.0
"friendli_person";5;5;0.0;0.0
"friendli_person_enjoi";3;3;0.0;0.0
"friendli_person_enjoi_work";3;3;0.0;0.0
"friendli_reliabl";4;4;0.0;0.0
"front";19;21;0.0;0.0
"front_desk";6;6;0.0;0.0
"front_desk_recept";3;3;0.0;0.0
"front_desk_recept_person";3;3;0.0;0.0
"front_end";3;3;0.0;0.0
"front_hous";6;6;0.0;0.0
"front_line";3;3;0.0;0.0
"fulfil";8;9;0.0;0.0
"full";80;99;0.0;0.0
"full_benefit";5;5;0.0;0.0
"full_cycl";3;3;0.0;0.0
"full_part";3;5;0.0;0.0
"full_part_time";3;5;0.0;0.0
"full_time";61;67;0.0;0.0
"full_time_employ";3;3;0.0;0.0
"full_time_hour";3;3;0.0;0.0
"full_time_hour_week";3;3;0.0;0.0
"full_time_job";3;3;0.0;0.0
"full_time_posit";11;11;0.0;0.0
"full_time_posit_avail";3;3;0.0;0.0
"full_time_work";3;3;0.0;0.0
"fulli";5;6;0.0;0.0
"fun";34;38;0.0;0.0
"fun_challeng";5;5;0.0;0.0
"fun_fast";3;3;0.0;0.0
"fun_fast_pace";3;3;0.0;0.0
"function";19;25;0.0;0.0
"function_requir";4;4;0.0;0.0
"fund";5;10;0.0;0.0
"further";10;10;0.0;0.0
"futur";12;17;0.0;0.0
"futur_shop";3;6;0.0;0.0
"g";10;11;0.0;0.0
"ga";8;13;0.0;0.0
"gadgetri";3;3;0.0;0.0
"gadgetri_answer";3;3;0.0;0.0
"gadgetri_answer_ye";3;3;0.0;0.0
"gain";5;6;0.0;0.0
"game";3;19;0.0;0.0
"gather";4;4;0.0;0.0
"gear";3;3;0.0;0.0
"gener";41;58;0.0;0.0
"gener_administr";5;5;0.0;0.0
"gener_bonu";4;4;0.0;0.0
"gener_bonu_scheme";3;3;0.0;0.0
"gener_bonu_scheme_highli";3;3;0.0;0.0
"gener_offic";6;6;0.0;0.0
"gener_offic_administr";3;3;0.0;0.0
"get";29;33;0.0;0.0
"get_job";7;7;0.0;0.0
"get_job_pleas";3;3;0.0;0.0
"get_job_pleas_appli";3;3;0.0;0.0
"get_paid";3;3;0.0;0.0
"getter";3;3;0.0;0.0
"give";9;10;0.0;0.0
"given";11;12;0.0;0.0
"global";3;3;0.0;0.0
"gmail";9;9;0.0;0.0
"gmail_com";7;7;0.0;0.0
"go";23;26;0.0;0.0
"go_getter";3;3;0.0;0.0
"goal";24;31;0.0;0.0
"goal_maxim";3;3;0.0;0.0
"goal_maxim_profit";3;3;0.0;0.0
"goal_maxim_profit_understand";3;3;0.0;0.0
"goal_seek";3;3;0.0;0.0
"goal_seek_manag";3;3;0.0;0.0
"goal_seek_manag_previou";3;3;0.0;0.0
"goe";3;3;0.0;0.0
"gold";5;7;0.0;0.0
"gold_s";3;5;0.0;0.0
"gold_s_gym";3;5;0.0;0.0
"goldsgymbc";3;3;0.0;0.0
"goldsgymbc_ca";3;3;0.0;0.0
"golf";3;3;0.0;0.0
"good";75;96;0.0;0.0
"good_commun";8;8;0.0;0.0
"good_commun_skill";6;6;0.0;0.0
"good_custom";3;3;0.0;0.0
"good_fit";4;4;0.0;0.0
"good_grasp";3;3;0.0;0.0
"good_knowledg";3;3;0.0;0.0
"good_luck";3;3;0.0;0.0
"good_organiz";3;3;0.0;0.0
"good_team";3;4;0.0;0.0
"good_work";9;9;0.0;0.0
"govern";5;6;0.0;0.0
"grade";7;8;0.0;0.0
"graduat";11;11;0.0;0.0
"grasp";3;3;0.0;0.0
"great";66;88;0.0;0.0
"great_benefit";3;3;0.0;0.0
"great_commun";8;9;0.0;0.0
"great_commun_skill";6;7;0.0;0.0
"great_custom";4;4;0.0;0.0
"great_custom_servic";3;3;0.0;0.0
"great_environ";3;3;0.0;0.0
"great_environ_perk";3;3;0.0;0.0
"great_environ_perk_membership";3;3;0.0;0.0
"great_opportun";3;3;0.0;0.0
"great_peopl";3;3;0.0;0.0
"great_place";5;5;0.0;0.0
"great_place_work";4;4;0.0;0.0
"great_team";3;3;0.0;0.0
"great_work";5;5;0.0;0.0
"great_work_environ";3;3;0.0;0.0
"greater";4;7;0.0;0.0
"greater_vancouv";3;6;0.0;0.0
"greater_vancouv_area";3;3;0.0;0.0
"groom";8;8;0.0;0.0
"ground";3;3;0.0;0.0
"group";19;27;0.0;0.0
"group_look";3;3;0.0;0.0
"group_residenti";3;3;0.0;0.0
"group_residenti_set";3;3;0.0;0.0
"group_residenti_set_experi";3;3;0.0;0.0
"grow";53;67;0.0;0.0
"grow_compani";11;12;0.0;0.0
"grow_dynam";3;3;0.0;0.0
"grow_fast";4;4;0.0;0.0
"grow_team";4;4;0.0;0.0
"growth";32;34;0.0;0.0
"growth_opportun";9;9;0.0;0.0
"growth_opportun_consider";3;3;0.0;0.0
"growth_opportun_consider_shop";3;3;0.0;0.0
"guess";3;3;0.0;0.0
"guest";5;7;0.0;0.0
"gui";3;4;0.0;0.0
"guidanc";6;7;0.0;0.0
"guidelin";3;3;0.0;0.0
"gym";3;7;0.0;0.0
"hair";4;4;0.0;0.0
"hairstylist";3;5;0.0;0.0
"hall";9;12;0.0;0.0
"hall_saturdai";9;9;0.0;0.0
"hall_saturdai_novemb";9;9;0.0;0.0
"hall_saturdai_novemb_time";7;7;0.0;0.0
"hand";15;16;0.0;0.0
"hand_tool";3;3;0.0;0.0
"handl";21;23;0.0;0.0
"happi";5;9;0.0;0.0
"hardwar";3;3;0.0;0.0
"hardwork";5;5;0.0;0.0
"head";9;9;0.0;0.0
"headquart";4;4;0.0;0.0
"health";19;28;0.0;0.0
"health_care";4;4;0.0;0.0
"health_care_plan";3;3;0.0;0.0
"health_care_plan_complet";3;3;0.0;0.0
"healthcar";3;3;0.0;0.0
"healthi";3;3;0.0;0.0
"hear";23;23;0.0;0.0
"hear_pleas";5;5;0.0;0.0
"hear_pleas_appli";5;5;0.0;0.0
"hear_pleas_appli_person";5;5;0.0;0.0
"heart";3;3;0.0;0.0
"heat";5;5;0.0;0.0
"heavi";5;5;0.0;0.0
"heavi_duti";3;3;0.0;0.0
"hei";3;4;0.0;0.0
"held";6;6;0.0;0.0
"hello";4;4;0.0;0.0
"help";58;77;0.0;0.0
"help_build";4;4;0.0;0.0
"help_compani";3;3;0.0;0.0
"help_ensur";3;3;0.0;0.0
"help_peopl";5;5;0.0;0.0
"help_planet";3;3;0.0;0.0
"help_planet_part";3;3;0.0;0.0
"help_planet_part_largest";3;3;0.0;0.0
"helper";7;7;0.0;0.0
"hi";8;8;0.0;0.0
"hi_tech";3;3;0.0;0.0
"hi_tech_gadgetri";3;3;0.0;0.0
"hi_tech_gadgetri_answer";3;3;0.0;0.0
"highest";5;5;0.0;0.0
"highest_qualiti";3;3;0.0;0.0
"highli";24;28;0.0;0.0
"highli_energet";3;3;0.0;0.0
"highli_energet_will";3;3;0.0;0.0
"highli_energet_will_work";3;3;0.0;0.0
"highli_motiv";6;6;0.0;0.0
"highli_organ";4;4;0.0;0.0
"hire";42;57;0.0;0.0
"hire_casual";5;5;0.0;0.0
"hire_hall";9;12;0.0;0.0
"hire_hall_saturdai";9;9;0.0;0.0
"hire_hall_saturdai_novemb";9;9;0.0;0.0
"hire_part";5;5;0.0;0.0
"hire_part_time";5;5;0.0;0.0
"hire_peopl";4;4;0.0;0.0
"histori";10;11;0.0;0.0
"hold";7;8;0.0;0.0
"holidai";10;13;0.0;0.0
"honest";8;8;0.0;0.0
"honest_organ";3;3;0.0;0.0
"honesti";3;3;0.0;0.0
"hope";3;3;0.0;0.0
"hospit";5;5;0.0;0.0
"host";5;5;0.0;0.0
"hostess";3;4;0.0;0.0
"hotmail";4;4;0.0;0.0
"hotmail_com";4;4;0.0;0.0
"hour";85;128;0.0;0.0
"hour_dai";10;13;0.0;0.0
"hour_dai_week";4;4;0.0;0.0
"hour_hr";3;3;0.0;0.0
"hour_mondai";3;3;0.0;0.0
"hour_mondai_fridai";3;3;0.0;0.0
"hour_month";3;3;0.0;0.0
"hour_pleas";3;3;0.0;0.0
"hour_pm";6;6;0.0;0.0
"hour_shift";3;4;0.0;0.0
"hour_start";3;3;0.0;0.0
"hour_week";20;20;0.0;0.0
"hourli";15;15;0.0;0.0
"hourli_rate";4;4;0.0;0.0
"hourli_wage";5;5;0.0;0.0
"hourli_wage_requir";3;3;0.0;0.0
"hous";18;20;0.0;0.0
"hous_clean";3;3;0.0;0.0
"household";5;7;0.0;0.0
"household_work";3;3;0.0;0.0
"household_work_team";3;3;0.0;0.0
"household_work_team_job";3;3;0.0;0.0
"housekeep";6;7;0.0;0.0
"howesound";3;6;0.0;0.0
"howesound_net";3;6;0.0;0.0
"howesound_net_employ";3;6;0.0;0.0
"howesound_net_employ_opportun";3;6;0.0;0.0
"hr";34;48;0.0;0.0
"hr_week";9;9;0.0;0.0
"hr_wk";3;3;0.0;0.0
"hst";3;3;0.0;0.0
"html";7;8;0.0;0.0
"http";21;25;0.0;0.0
"http_www";11;15;0.0;0.0
"http_www_howesound";3;6;0.0;0.0
"http_www_howesound_net";3;6;0.0;0.0
"human";4;4;0.0;0.0
"human_resourc";4;4;0.0;0.0
"i";28;73;0.0;0.0
"i_look";5;5;0.0;0.0
"i_m";3;3;0.0;0.0
"i_offer";3;3;0.0;0.0
"icbc";3;3;0.0;0.0
"idea";13;18;0.0;0.0
"ideal";34;36;0.0;0.0
"ideal_candid";16;17;0.0;0.0
"identifi";14;19;0.0;0.0
"ie";4;5;0.0;0.0
"ill";5;5;0.0;0.0
"ill_autism";3;3;0.0;0.0
"ill_autism_disord";3;3;0.0;0.0
"ill_autism_disord_experi";3;3;0.0;0.0
"imag";6;7;0.0;0.0
"immedi";15;15;0.0;0.0
"immedi_open";6;6;0.0;0.0
"implement";17;43;0.0;0.0
"implement_person";3;3;0.0;0.0
"implement_person_protocol";3;3;0.0;0.0
"implement_person_protocol_schedul";3;3;0.0;0.0
"import";7;8;0.0;0.0
"import_product";3;3;0.0;0.0
"import_product_retail";3;3;0.0;0.0
"import_product_retail_industri";3;3;0.0;0.0
"improv";21;23;0.0;0.0
"improv_busi";3;3;0.0;0.0
"inc";8;8;0.0;0.0
"incent";4;5;0.0;0.0
"includ";108;162;0.0;0.0
"includ_care";3;3;0.0;0.0
"includ_care_support";3;3;0.0;0.0
"includ_care_support_assist";3;3;0.0;0.0
"includ_cover";3;3;0.0;0.0
"includ_crimin";3;3;0.0;0.0
"includ_crimin_record";3;3;0.0;0.0
"includ_crimin_record_check";3;3;0.0;0.0
"includ_daili";3;3;0.0;0.0
"includ_demolit";3;3;0.0;0.0
"includ_demolit_mill";3;3;0.0;0.0
"includ_demolit_mill_site";3;3;0.0;0.0
"includ_knowledg";3;3;0.0;0.0
"includ_knowledg_augment";3;3;0.0;0.0
"includ_knowledg_augment_commun";3;3;0.0;0.0
"includ_limit";10;11;0.0;0.0
"includ_minimum";3;3;0.0;0.0
"includ_minimum_care";3;3;0.0;0.0
"includ_minimum_care_aid";3;3;0.0;0.0
"includ_resum";4;4;0.0;0.0
"incom";16;18;0.0;0.0
"incorpor";3;3;0.0;0.0
"increas";5;6;0.0;0.0
"incumb";4;4;0.0;0.0
"independ";26;31;0.0;0.0
"individu";57;85;0.0;0.0
"individu_appoint";3;3;0.0;0.0
"individu_appoint_activ";3;3;0.0;0.0
"individu_appoint_activ_commun";3;3;0.0;0.0
"individu_care";3;3;0.0;0.0
"individu_care_current";3;3;0.0;0.0
"individu_care_current_registr";3;3;0.0;0.0
"individu_join";7;7;0.0;0.0
"individu_join_progress";3;3;0.0;0.0
"individu_join_progress_non";3;3;0.0;0.0
"individu_join_team";3;3;0.0;0.0
"individu_look";3;3;0.0;0.0
"individu_s";5;5;0.0;0.0
"individu_s_serv";3;3;0.0;0.0
"individu_s_serv_asset";3;3;0.0;0.0
"industri";55;75;0.0;0.0
"industri_experi";6;6;0.0;0.0
"industri_knowledg";3;3;0.0;0.0
"industri_knowledg_profession";3;3;0.0;0.0
"industri_knowledg_profession_strong";3;3;0.0;0.0
"industri_leader";4;4;0.0;0.0
"industri_leader_help";3;3;0.0;0.0
"industri_leader_help_planet";3;3;0.0;0.0
"info";11;12;0.0;0.0
"inform";54;69;0.0;0.0
"inform_amix";3;3;0.0;0.0
"inform_amix_view";3;3;0.0;0.0
"inform_amix_view_job";3;3;0.0;0.0
"inform_compani";3;3;0.0;0.0
"inform_pleas";6;6;0.0;0.0
"inform_pleas_visit";3;3;0.0;0.0
"inform_technolog";6;8;0.0;0.0
"inform_technolog_suppli";3;3;0.0;0.0
"inform_technolog_suppli_chain";3;3;0.0;0.0
"initi";11;14;0.0;0.0
"innov";11;12;0.0;0.0
"inquiri";8;8;0.0;0.0
"insight";3;5;0.0;0.0
"inspect";4;5;0.0;0.0
"inspir";11;11;0.0;0.0
"inspir_team";4;4;0.0;0.0
"inspir_team_associ";3;3;0.0;0.0
"inspir_team_associ_experi";3;3;0.0;0.0
"instal";16;20;0.0;0.0
"instal_configur";3;3;0.0;0.0
"institut";12;17;0.0;0.0
"instruct";10;16;0.0;0.0
"instructor";5;10;0.0;0.0
"insur";10;16;0.0;0.0
"integr";21;25;0.0;0.0
"intellig";5;5;0.0;0.0
"interact";18;22;0.0;0.0
"interact_custom";8;8;0.0;0.0
"interest";90;109;0.0;0.0
"interest_applic";7;7;0.0;0.0
"interest_applic_pleas";3;3;0.0;0.0
"interest_candid";3;3;0.0;0.0
"interest_join";3;3;0.0;0.0
"interest_list";4;4;0.0;0.0
"interest_list_candid";4;4;0.0;0.0
"interest_list_candid_contact";4;4;0.0;0.0
"interest_pleas";14;14;0.0;0.0
"interest_pleas_forward";3;3;0.0;0.0
"interest_pleas_send";5;5;0.0;0.0
"interest_pleas_send_resum";5;5;0.0;0.0
"interest_posit";9;13;0.0;0.0
"interest_posit_accept";3;6;0.0;0.0
"interest_posit_accept_applic";3;6;0.0;0.0
"interest_posit_pleas";4;4;0.0;0.0
"interest_posit_pleas_appli";3;3;0.0;0.0
"interest_role";4;4;0.0;0.0
"interest_select";4;4;0.0;0.0
"interest_select_interview";3;3;0.0;0.0
"interest_select_interview_contact";3;3;0.0;0.0
"interfac";3;3;0.0;0.0
"interior";3;4;0.0;0.0
"intermedi";8;9;0.0;0.0
"intern";19;26;0.0;0.0
"intern_extern";5;5;0.0;0.0
"intern_extern_custom";3;3;0.0;0.0
"internet";5;6;0.0;0.0
"interperson";14;15;0.0;0.0
"interperson_commun";4;4;0.0;0.0
"interperson_skill";9;10;0.0;0.0
"interpret";4;4;0.0;0.0
"intervent";5;5;0.0;0.0
"intervent_certif";3;3;0.0;0.0
"intervent_certif_behaviour";3;3;0.0;0.0
"intervent_certif_behaviour_manag";3;3;0.0;0.0
"interview";59;65;0.0;0.0
"interview_contact";15;15;0.0;0.0
"interview_contact_thank";3;3;0.0;0.0
"interview_interest";3;3;0.0;0.0
"interview_interest_posit";3;3;0.0;0.0
"interview_interest_posit_accept";3;3;0.0;0.0
"interview_pleas";5;5;0.0;0.0
"interview_provid";3;3;0.0;0.0
"interview_week";3;3;0.0;0.0
"introduct";3;6;0.0;0.0
"inventori";11;23;0.0;0.0
"inventori_control";5;5;0.0;0.0
"inventori_control_commit";3;3;0.0;0.0
"inventori_control_commit_except";3;3;0.0;0.0
"invest";6;14;0.0;0.0
"invest_firm";3;3;0.0;0.0
"investig";5;7;0.0;0.0
"invit";11;11;0.0;0.0
"invoic";9;15;0.0;0.0
"involv";14;14;0.0;0.0
"island";3;5;0.0;0.0
"issu";21;30;0.0;0.0
"item";9;12;0.0;0.0
"janitori";4;5;0.0;0.0
"januari";4;4;0.0;0.0
"javascript";3;3;0.0;0.0
"job";107;165;0.0;0.0
"job_descript";12;12;0.0;0.0
"job_duti";14;16;0.0;0.0
"job_duti_includ";5;5;0.0;0.0
"job_duti_includ_care";3;3;0.0;0.0
"job_opportun";4;4;0.0;0.0
"job_opportun_pleas";3;3;0.0;0.0
"job_opportun_pleas_visit";3;3;0.0;0.0
"job_pleas";9;9;0.0;0.0
"job_pleas_appli";3;3;0.0;0.0
"job_pleas_contact";3;3;0.0;0.0
"job_pleas_contact_job";3;3;0.0;0.0
"job_post";5;7;0.0;0.0
"job_poster";3;6;0.0;0.0
"job_poster_pleas";3;3;0.0;0.0
"job_poster_pleas_phone";3;3;0.0;0.0
"job_poster_servic";3;3;0.0;0.0
"job_poster_servic_product";3;3;0.0;0.0
"job_qualif";4;4;0.0;0.0
"job_qualif_includ";3;3;0.0;0.0
"job_qualif_includ_minimum";3;3;0.0;0.0
"job_requir";9;9;0.0;0.0
"job_requir_includ";3;3;0.0;0.0
"job_requir_includ_crimin";3;3;0.0;0.0
"job_respons";4;4;0.0;0.0
"job_s";3;3;0.0;0.0
"job_site";4;4;0.0;0.0
"join";56;66;0.0;0.0
"join_dynam";3;3;0.0;0.0
"join_dynam_team";3;3;0.0;0.0
"join_grow";3;3;0.0;0.0
"join_progress";3;3;0.0;0.0
"join_progress_non";3;3;0.0;0.0
"join_progress_non_profit";3;3;0.0;0.0
"join_sale";3;3;0.0;0.0
"join_team";20;21;0.0;0.0
"join_team_enjoi";3;3;0.0;0.0
"join_team_enjoi_activ";3;3;0.0;0.0
"join_win";3;3;0.0;0.0
"join_win_team";3;3;0.0;0.0
"joke";3;3;0.0;0.0
"jonev";3;6;0.0;0.0
"jonev_shoe";3;4;0.0;0.0
"jonev_shoe_divis";3;3;0.0;0.0
"jonev_shoe_divis_sterl";3;3;0.0;0.0
"junior";6;6;0.0;0.0
"k";5;7;0.0;0.0
"keen";6;6;0.0;0.0
"keep";19;24;0.0;0.0
"kei";28;28;0.0;0.0
"kei_posit";4;4;0.0;0.0
"kei_respons";6;6;0.0;0.0
"kid";4;10;0.0;0.0
"kitchen";13;26;0.0;0.0
"kitchen_helper";4;4;0.0;0.0
"know";17;18;0.0;0.0
"knowledg";92;125;0.0;0.0
"knowledg_augment";3;3;0.0;0.0
"knowledg_augment_commun";3;3;0.0;0.0
"knowledg_augment_commun_non";3;3;0.0;0.0
"knowledg_commun";3;3;0.0;0.0
"knowledg_commun_resourc";3;3;0.0;0.0
"knowledg_experi";5;5;0.0;0.0
"knowledg_microsoft";5;5;0.0;0.0
"knowledg_microsoft_offic";3;3;0.0;0.0
"knowledg_profession";3;3;0.0;0.0
"knowledg_profession_strong";3;3;0.0;0.0
"knowledg_profession_strong_commun";3;3;0.0;0.0
"korean";6;12;0.0;0.0
"label";4;5;0.0;0.0
"labor";3;3;0.0;0.0
"labour";6;7;0.0;0.0
"langlei";5;5;0.0;0.0
"languag";20;23;0.0;0.0
"languag_asset";5;5;0.0;0.0
"largest";17;17;0.0;0.0
"largest_scrap";3;3;0.0;0.0
"largest_scrap_metal";3;3;0.0;0.0
"largest_scrap_metal_recycl";3;3;0.0;0.0
"latest";8;10;0.0;0.0
"latest_hi";3;3;0.0;0.0
"latest_hi_tech";3;3;0.0;0.0
"latest_hi_tech_gadgetri";3;3;0.0;0.0
"launch";4;4;0.0;0.0
"laundri";4;4;0.0;0.0
"law";3;10;0.0;0.0
"lawyer";4;4;0.0;0.0
"layer";3;4;0.0;0.0
"lb";6;8;0.0;0.0
"lead";49;71;0.0;0.0
"lead_edg";4;6;0.0;0.0
"lead_edg_technolog";3;3;0.0;0.0
"lead_full";5;5;0.0;0.0
"lead_full_time";5;5;0.0;0.0
"lead_gener";3;3;0.0;0.0
"lead_inspir";4;4;0.0;0.0
"lead_inspir_team";3;3;0.0;0.0
"lead_inspir_team_associ";3;3;0.0;0.0
"lead_sale";3;3;0.0;0.0
"leader";9;9;0.0;0.0
"leader_help";3;3;0.0;0.0
"leader_help_planet";3;3;0.0;0.0
"leader_help_planet_part";3;3;0.0;0.0
"leadership";10;12;0.0;0.0
"learn";47;64;0.0;0.0
"learn_grow";3;3;0.0;0.0
"learn_pleas";3;3;0.0;0.0
"learn_quickli";3;3;0.0;0.0
"learner";5;5;0.0;0.0
"leav";7;8;0.0;0.0
"legaci";3;3;0.0;0.0
"legal";4;5;0.0;0.0
"legisl";3;6;0.0;0.0
"length";3;5;0.0;0.0
"lesson";4;4;0.0;0.0
"let";3;3;0.0;0.0
"letter";78;84;0.0;0.0
"letter_email";4;4;0.0;0.0
"letter_explain";4;4;0.0;0.0
"letter_explain_why";3;3;0.0;0.0
"letter_job";3;3;0.0;0.0
"letter_resum";15;15;0.0;0.0
"letter_resum_email";4;4;0.0;0.0
"letter_state";3;3;0.0;0.0
"letter_thank";3;3;0.0;0.0
"letter_victor";3;3;0.0;0.0
"letter_victor_goldsgymbc";3;3;0.0;0.0
"letter_victor_goldsgymbc_ca";3;3;0.0;0.0
"level";51;69;0.0;0.0
"level_custom";3;3;0.0;0.0
"level_posit";4;4;0.0;0.0
"li";3;3;0.0;0.0
"liais";4;4;0.0;0.0
"licenc";5;5;0.0;0.0
"licens";40;46;0.0;0.0
"licens_minimum";3;3;0.0;0.0
"licens_minimum_year";3;3;0.0;0.0
"licens_minimum_year_experi";3;3;0.0;0.0
"life";8;8;0.0;0.0
"lifestyl";6;7;0.0;0.0
"lifestyl_great";3;3;0.0;0.0
"lifestyl_great_environ";3;3;0.0;0.0
"lifestyl_great_environ_perk";3;3;0.0;0.0
"lift";10;10;0.0;0.0
"light";12;14;0.0;0.0
"limit";15;18;0.0;0.0
"line";40;42;0.0;0.0
"link";8;9;0.0;0.0
"list";18;18;0.0;0.0
"list_candid";5;5;0.0;0.0
"list_candid_contact";5;5;0.0;0.0
"list_candid_contact_interview";3;3;0.0;0.0
"list_contact";3;3;0.0;0.0
"listen";5;5;0.0;0.0
"live";24;26;0.0;0.0
"live_surrei";3;3;0.0;0.0
"ll";5;8;0.0;0.0
"load";5;7;0.0;0.0
"local";22;33;0.0;0.0
"locat";66;82;0.0;0.0
"locat_heart";3;3;0.0;0.0
"locat_vancouv";10;10;0.0;0.0
"locat_vancouv_bc";4;4;0.0;0.0
"logist";3;3;0.0;0.0
"look";185;251;0.0;0.0
"look_enthusiast";5;5;0.0;0.0
"look_experi";3;3;0.0;0.0
"look_experienc";11;14;0.0;0.0
"look_fill";3;3;0.0;0.0
"look_forward";22;22;0.0;0.0
"look_forward_hear";8;8;0.0;0.0
"look_forward_see";9;9;0.0;0.0
"look_forward_see_saturdai";6;6;0.0;0.0
"look_front";3;3;0.0;0.0
"look_front_desk";3;3;0.0;0.0
"look_front_desk_recept";3;3;0.0;0.0
"look_full";5;5;0.0;0.0
"look_full_time";5;5;0.0;0.0
"look_hire";4;4;0.0;0.0
"look_individu";7;7;0.0;0.0
"look_make";3;3;0.0;0.0
"look_manag";3;3;0.0;0.0
"look_outgo";4;4;0.0;0.0
"look_part";4;4;0.0;0.0
"look_part_time";4;4;0.0;0.0
"look_peopl";3;3;0.0;0.0
"look_skill";3;4;0.0;0.0
"look_start";3;3;0.0;0.0
"look_strong";3;3;0.0;0.0
"lot";6;6;0.0;0.0
"love";27;40;0.0;0.0
"love_meet";5;5;0.0;0.0
"love_work";6;7;0.0;0.0
"love_work_peopl";3;3;0.0;0.0
"love_work_peopl_potenti";3;3;0.0;0.0
"low";3;3;0.0;0.0
"lower";21;23;0.0;0.0
"lower_mainland";20;22;0.0;0.0
"lower_mainland_client";4;4;0.0;0.0
"lpn";3;3;0.0;0.0
"ltd";4;4;0.0;0.0
"luck";3;3;0.0;0.0
"lunch";3;3;0.0;0.0
"m";9;10;0.0;0.0
"m_f";3;3;0.0;0.0
"mac";9;12;0.0;0.0
"machin";9;21;0.0;0.0
"machineri";5;11;0.0;0.0
"made";8;10;0.0;0.0
"made_qualifi";3;3;0.0;0.0
"made_qualifi_candid";3;3;0.0;0.0
"made_qualifi_candid_contact";3;3;0.0;0.0
"mail";18;22;0.0;0.0
"mail_resum";5;5;0.0;0.0
"main";6;7;0.0;0.0
"mainland";20;22;0.0;0.0
"mainland_client";4;4;0.0;0.0
"mainli";4;5;0.0;0.0
"maintain";50;70;0.0;0.0
"maintain_client";3;3;0.0;0.0
"maintain_good";3;3;0.0;0.0
"maintain_good_work";3;3;0.0;0.0
"maintain_household";3;3;0.0;0.0
"maintain_household_work";3;3;0.0;0.0
"maintain_household_work_team";3;3;0.0;0.0
"mainten";17;39;0.0;0.0
"mainten_complet";3;3;0.0;0.0
"mainten_manag";4;5;0.0;0.0
"major";10;10;0.0;0.0
"major_respons";3;3;0.0;0.0
"make";40;52;0.0;0.0
"make_custom";3;3;0.0;0.0
"make_differ";4;4;0.0;0.0
"maker";3;4;0.0;0.0
"male";6;6;0.0;0.0
"male_femal";3;3;0.0;0.0
"male_femal_applic";3;3;0.0;0.0
"mall";3;3;0.0;0.0
"man";3;3;0.0;0.0
"manag";90;222;0.0;0.0
"manag_abil";4;4;0.0;0.0
"manag_account";3;4;0.0;0.0
"manag_experi";10;15;0.0;0.0
"manag_experi_abil";3;3;0.0;0.0
"manag_experi_abil_lead";3;3;0.0;0.0
"manag_experi_enjoi";3;3;0.0;0.0
"manag_experi_enjoi_varieti";3;3;0.0;0.0
"manag_includ";4;4;0.0;0.0
"manag_join";3;4;0.0;0.0
"manag_posit";3;4;0.0;0.0
"manag_previou";3;3;0.0;0.0
"manag_previou_retail";3;3;0.0;0.0
"manag_previou_retail_manag";3;3;0.0;0.0
"manag_respons";3;3;0.0;0.0
"manag_skill";7;7;0.0;0.0
